"FECH","ADUA","PAIS","COD_PAI4","COD_SAL1","COD_SAL","DPTO2","VIA","BANDERA","REGIM","MODAD","FINALID","CER_ORI1","SISESP","POSAR","DPTO1","UNID","CODUNI2","CANTI","PBK","PNK","FOBDOL","FOBPES","AGRENA","FLETES","SEGURO","OTROSG","NIT","RAZ_SIAL"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,708200000,5,33,"KG",150,151.79,150,198,435148.56,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,3923299000,5,11,"U",7000,708.37,700,582.8,1280831.22,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,4403990000,5,67,"M3",25,30.36,30,25.9,56920.95,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,4414000000,5,67,"M3",0.01,0.36,0.3,15,32965.8,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,4418100000,5,11,"U",3,135.42,135,690,1516426.8,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,4421909000,5,11,"U",2000,1214.36,1200,6500,14285180,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,4819100000,5,11,"U",55000,5565.8,5500,2000,4395440,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,4820909000,5,11,"U",240,202.39,200,1920,4219622.4,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,6913900000,5,11,"U",36,151.8,150,356,782388.32,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,7007190000,5,82,"M2",8,6.07,6,68,149444.96,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,7117190000,5,33,"KG",800,809.57,800,581.4,1277754.41,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,8450110000,5,11,"U",1,60.72,60,89,195597.08,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,47,1,198,1,8,2,9404100000,5,11,"U",2,252.99,250,40,87908.8,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
901,2,47,"ANT",2,"BAQ",5,1,218,1,198,1,8,2,7317000000,5,33,"KG",17343,17950,17343,25394.8,56975519.33,0,0,0,0,"890900160","INDUSTRIAS METALICAS CORSAN S.A."
901,2,47,"ANT",2,"BAQ",5,1,218,1,199,1,8,2,3923302000,5,11,"U",89150,3884.11,3664.25,13851.4,30697888.22,0,0,0,0,"811022408","PETPACK S.A."
901,2,47,"ANT",2,"BAQ",5,1,218,1,199,1,8,2,3923309900,5,11,"U",3510,723.42,682.48,2579.85,5717540.97,0,0,0,0,"811022408","PETPACK S.A."
901,2,47,"ANT",2,"BAQ",5,1,218,1,199,1,8,2,3923509000,5,11,"U",25500,767.25,723.82,2736.15,6063937.71,0,0,0,0,"811022408","PETPACK S.A."
901,2,47,"ANT",2,"BAQ",8,1,23,1,198,1,8,2,604990000,27,33,"KG",9880,9880,9880,2100,4615212,0,0,0,0,"819005023","CI PRODEXCOL LTDA"
901,2,47,"ANT",2,"BAQ",8,1,43,1,198,1,8,1,803001200,47,33,"KG",19954,22000,19954,7975,17759288.25,6812.37,0,0,0,"819004320","C.I. INVERFRUT LTDA"
901,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,604990000,8,33,"KG",4000,4348.47,4000,1650,3626238,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,604990000,27,33,"KG",11520,11520,11520,300,659316,0,0,0,0,"819005023","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,2516110000,81,33,"KG",2500,3378.38,2500,1025.57,2253915.7,0,0,0,0,"900101668","WOOD WORLD LTDA"
901,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,4008290000,81,33,"KG",480,480,480,4275,9395253,0,0,0,0,"811027425","LAMINAS Y EMPAQUES S A"
901,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,4403990000,8,67,"M3",330,13045.4,12000,495,1087871.4,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,6908900000,8,82,"M2",200,326.13,300,1654,3635028.88,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,9403400000,81,11,"U",1200,1621.62,1200,2584.32,5679611.75,0,0,0,0,"900101668","WOOD WORLD LTDA"
901,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,6811810000,8,82,"M2",8203.64,88487.4,86996.07,33295.6,75928285.11,27477.19,0,0,0,"860002301","ETERNIT ATLANTICO S A"
901,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,6811890000,8,33,"KG",11790.93,11999.6,11790.93,5130,11698605.9,4843.39,0,0,0,"860002301","ETERNIT ATLANTICO S A"
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,201300090,8,33,"KG",16848.55,17752.72,16848.55,36068.67,80320239.16,0,0,0,0,"890100026","CAMAGUEY S A"
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,204230000,8,33,"KG",3780.1,3982.96,3780.1,12927.94,28788841.75,0,0,0,0,"890100026","CAMAGUEY S A"
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,206100000,8,33,"KG",614.35,647.32,614.35,421.2,937957.64,0,0,0,0,"890100026","CAMAGUEY S A"
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,2901210000,8,33,"KG",39.53,41.86,39.53,64.72,144175.45,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,4804310000,8,33,"KG",13260,13844.24,13260,2612.64,5877499.45,0,0,0,0,"890101676","FABRICA DE BOLSAS DE PAPEL UNIBOL S A"
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,4819400000,8,11,"U",1122000,8987.86,8608.56,12410.73,27919674.64,0,0,0,0,"890101676","FABRICA DE BOLSAS DE PAPEL UNIBOL S A"
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,4901999000,8,11,"U",1000,41.86,39.53,554.75,1235805.48,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,6405200000,8,19,"2U",500,209.3,197.67,231.15,514928.23,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,6802299000,8,82,"M2",38,1004.65,948.84,2080.32,4634287.26,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,6901000000,8,11,"U",32,6027.91,5693.02,147.93,329540.7,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,6908100000,8,82,"M2",45,1255.82,1186.05,208.03,463424.27,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,7006000000,8,33,"KG",1027.91,1088.38,1027.91,1836.34,4090777.89,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,9401690000,8,11,"U",24,1004.65,948.84,77.66,173001.63,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,9403200000,8,11,"U",40,2427.9,2293.02,3189.82,7105898.22,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,9403500000,8,11,"U",6,1716.28,1620.93,2681.28,5973033.83,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,9403600000,8,11,"U",14,586.05,553.49,1084.53,2415985.79,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,9404290000,8,11,"U",44,1841.86,1739.53,3202.06,7133165.02,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,218,1,199,1,8,2,9701100000,8,11,"U",18,753.49,711.63,748.91,1668331.83,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACIN INTERNACIONAL COLCUR LIMITADA C."
901,2,47,"ANT",2,"BAQ",8,1,580,1,198,1,8,1,803001200,47,33,"KG",19954,22000,19954,7975,18186429.25,6812.37,0,0,0,"819004320","C.I. INVERFRUT LTDA"
901,2,47,"ANT",2,"BAQ",11,1,43,1,198,1,8,1,4819100000,11,11,"U",33900,9913,9913,12133.2,28956852.46,11544.74,0,0,0,"860072172","EMPACOR S. A."
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,1005100000,8,33,"KG",150,530.09,150,991.3,2365816.75,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,1214900000,8,33,"KG",100,353.39,100,97.83,233479.12,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,1703900000,8,33,"KG",60,212.04,60,217.39,518818.63,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,1902300000,8,33,"KG",200,706.79,200,891.3,2127158.75,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,2202900000,8,61,"L",400,1413.57,400,1000,2386580,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,2203000000,8,61,"L",2030,2060.18,2030,1500,3579870,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,2309909000,8,33,"KG",10750,16470.56,10750,1023.53,2249432.35,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,2516110000,8,33,"KG",300,465.12,300,150,329658,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,3301292000,8,33,"KG",100,353.39,100,1065.21,2542208.88,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,4403990000,8,67,"M3",1700,2635.66,1700,1000,2197720,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,4403990000,11,67,"M3",125,20020,17000,11900,28801094,0,0,0,0,"74280455","GUILLERMO MOLINA URIBE"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,4413000000,11,67,"M3",90,10120,10120,11322,24882585.84,0,0,0,0,"900167282","ELOHIN DE LA COSTA LTDA"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,6913900000,8,11,"U",2,2.58,2,20,43954.4,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,7007290000,8,82,"M2",325,1525.3,600,3546.48,8086238.24,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,7601200000,8,33,"KG",1200,3050.59,1200,681.26,1531451.49,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,9105290000,8,11,"U",30,19.33,15,210,461521.2,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,9403600000,8,11,"U",8000,10311.27,8000,2576.25,5661876.15,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
901,2,47,"ANT",2,"BAQ",11,1,218,1,198,1,8,1,4819100000,11,11,"U",113565,18821,18821,24487.04,54881599.04,22866.85,1975,18.07,0,"860072172","EMPACOR S. A."
901,2,47,"ANT",2,"BAQ",11,1,218,1,198,1,8,2,1517100000,11,33,"KG",14429.5,14858.05,14429.5,18888,41510535.36,0,0,0,0,"860000006","ACEITES Y GRASAS VEGETALES S.A- ACEGRASAS S.A"
901,2,47,"ANT",2,"BAQ",13,1,218,1,198,1,8,2,604990000,8,33,"KG",4000,4500,4000,1909,4353989.93,0,0,0,0,"900248885","C.I. EFRAIN MENDOZA P. & CIA. LTDA"
901,2,47,"ANT",2,"BAQ",13,1,218,1,198,1,8,2,604990000,13,33,"KG",4000,4500,4000,1907.17,4349816.12,0,0,0,0,"900248885","C.I. EFRAIN MENDOZA P. & CIA. LTDA"
901,2,47,"ANT",2,"BAQ",25,1,47,1,198,1,8,2,6907900000,11,82,"M2",2040,7024.8,5854,1122,2486610.06,0,0,0,0,"860032550","ALFAGRES S.A."
901,2,47,"ANT",2,"BAQ",25,1,47,1,199,1,8,1,6908900000,25,82,"M2",1071.73,15269,15019,3308.14,7366797.72,2691.64,0,0,0,"860032550","ALFAGRES S.A."
901,2,47,"ANT",2,"BAQ",25,1,215,1,198,1,8,2,6907900000,11,82,"M2",16.2,29,29,105.5,234934.79,0,0,0,0,"860032550","ALFAGRES S.A."
901,2,47,"ANT",2,"BAQ",25,1,215,1,199,1,8,1,6908900000,11,82,"M2",1604.98,23916,23516,5311.77,11828621.26,4321.87,0,0,0,"860032550","ALFAGRES S.A."
901,2,47,"ANT",2,"BAQ",76,1,47,1,198,1,8,2,604990000,81,33,"KG",6000,13220,6000,1500,3296580,0,0,0,0,"900209946","PALMICHAS LTDA"
901,2,47,"ANT",2,"BAQ",81,2,47,1,198,1,8,2,604990000,81,33,"KG",6000,6336.63,6000,900,1977948,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",81,2,47,1,198,1,8,2,1005100000,81,33,"KG",2500,2640.26,2500,375,824145,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",81,2,47,1,198,1,8,2,2203000000,81,61,"L",120,633.66,600,119,261528.68,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",81,2,47,1,198,1,8,2,3208200000,81,33,"KG",250,264.03,250,108.7,238892.16,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",81,2,47,1,198,1,8,2,4418100000,81,11,"U",18,844.88,800,3016.08,6628499.34,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,47,"ANT",2,"BAQ",81,2,47,1,198,1,8,2,6810190000,81,82,"M2",240,5280.53,5000,2034.78,4471876.7,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H. EU"
901,2,53,"SAU",2,"BAQ",8,1,53,1,198,1,8,2,711900000,8,33,"KG",40000,48000,40000,37760,88399558.4,0,4568.32,0,0,"800154530","C.I. COMEXA S.A."
901,2,63,"ARG",2,"BAQ",8,1,830,1,198,1,2,1,2928001000,8,33,"KG",15200,16640,15200,43760.8,96173985.38,24495.55,2052,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
901,2,63,"ARG",2,"BAQ",8,4,580,1,198,1,2,1,5807900000,8,33,"KG",83.5,88.5,83.5,2489.86,5546611.32,1214.38,0,0,0,"890113508","FINOTEX S.A."
901,2,63,"ARG",3,"BOG",8,4,169,1,198,1,2,1,9602001000,8,33,"KG",207,279,207,5282.5,11609455.9,5205.38,1223.85,0,0,"890105927","C.I. FARMACAPSULAS S.A."
901,2,63,"ARG",3,"BOG",8,4,169,1,198,1,2,2,8415900000,8,11,"U",20,162,134,1790.8,4084402.92,0,0,0,0,"802004942","THERMOCOIL LTDA."
901,2,69,"AUS",2,"BAQ",8,1,741,1,198,1,6,2,1511900000,47,33,"KG",18000,18554,18000,11700,25983594,0,0,0,0,"819004712","COMERCIALIZADORA INTERNACIONAL TEQUENDAMA S.A"
901,2,77,"BHS",2,"BAQ",8,1,183,1,198,1,8,2,602109000,8,11,"U",1500,170.9,170,38000,90690040,0,0,0,0,"802017800","TROPIPALMERAS LIMITADA"
901,2,83,"BRB",2,"BAQ",11,1,43,1,198,1,8,1,3917400000,11,33,"KG",2935,3040.63,2935,10123.8,22436669.27,8351.37,0,0,0,"860005050","PAVCO S.A."
901,2,83,"BRB",2,"BAQ",11,1,43,1,198,1,8,1,3925900000,11,11,"U",9618,7264.37,7012,27646.83,61271734.06,21988.82,0,0,0,"860005050","PAVCO S.A."
901,2,87,"BEL",2,"BAQ",8,1,351,1,198,1,6,1,2928001000,8,33,"KG",30400,33280,30400,72937.36,166353342.56,40827.42,2092.28,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
901,2,87,"BEL",2,"BAQ",8,1,351,1,198,1,8,1,3808929900,8,33,"KG",120000,132000,120000,360000,831898800,236674.8,12300,816.6,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,351,1,199,1,6,1,2928001000,8,33,"KG",21350,21350,21350,46615.69,107720934.92,26093.6,0,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
901,2,87,"BEL",2,"BAQ",8,1,351,1,199,1,8,1,3808929900,8,33,"KG",20000,22000,20000,60000,138649800,39445.8,2050,136.1,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,741,1,198,1,6,1,2928001000,8,33,"KG",15200,16640,15200,39167.99,86985055.55,21924.67,1046.49,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
901,2,87,"BEL",2,"BAQ",8,1,741,1,198,1,6,1,3808929900,8,33,"KG",40000,44000,40000,120000,267321600,78891.6,4100,272.2,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,741,1,198,1,8,1,3808929900,8,33,"KG",60000,66000,60000,180000,400982400,118337.4,6150,408.3,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,741,1,199,1,6,1,3808929900,8,33,"KG",60000,66000,60000,180000,400933800,118337.4,6150,408.3,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,741,1,199,1,8,1,3808929900,8,33,"KG",80000,88000,80000,240000,535740600,157783.2,8200,544.4,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,827,1,198,1,6,1,2928001000,8,33,"KG",15200,16640,15200,39034.04,89027667.41,21849.69,1040.96,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
901,2,87,"BEL",2,"BAQ",8,1,827,1,198,1,6,1,3808929900,8,33,"KG",80000,88000,80000,240000,532533600,157783.2,8200,544.4,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,827,1,198,1,8,1,3808929900,8,33,"KG",60000,66000,60000,180000,402079800,118337.4,6150,408.3,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,827,1,199,1,6,1,3808929900,8,33,"KG",40000,44000,40000,120000,265947600,78891.6,4100,272.2,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,87,"BEL",2,"BAQ",8,1,827,1,199,1,8,1,3808929900,8,33,"KG",20000,22000,20000,60000,133660800,39445.8,2050,136.1,0,"800087795","DOW AGROSCIENCES DE COLOMBIA S.A."
901,2,97,"BOL",2,"BAQ",8,1,351,1,198,1,1,2,2309109000,8,33,"KG",101887,102942.96,101887,132479.61,316173187.63,0,0,0,0,"830037955","MASTERFOODS COLOMBIA LTDA.-EFFEM COLOMBIA LTDA."
901,2,97,"BOL",2,"BAQ",8,4,169,1,198,1,8,1,2106907300,8,33,"KG",758,803.25,758,3096,6861448.08,2621.69,2123.78,4.84,142.54,"890106527","PROCAPS S.A."
901,2,97,"BOL",2,"BAQ",8,4,169,1,198,1,8,1,3004321900,8,33,"KG",15,17.4,15,965.1,2138883.58,693.11,125.39,1.01,5.39,"890106527","PROCAPS S.A."
901,2,97,"BOL",2,"BAQ",8,4,169,1,198,1,8,1,3004401900,8,33,"KG",321,344,321,12176.26,26985392.7,9149.89,1694.4,12.87,51.75,"890106527","PROCAPS S.A."
901,2,97,"BOL",2,"BAQ",8,4,169,1,198,1,8,1,3004501000,8,33,"KG",1360,1511.46,1360,76751.78,170099597.39,33384.95,8678.96,79.96,411.71,"890106527","PROCAPS S.A."
901,2,97,"BOL",2,"BAQ",8,4,169,1,198,1,8,1,3004902900,8,33,"KG",1244,1408.91,1244,76231.5,168946537.25,64684.06,7875.74,78.38,403.57,"890106527","PROCAPS S.A."
901,2,97,"BOL",3,"BOG",8,4,169,1,198,1,1,1,9603290000,8,11,"U",864,118,107.9,3722.4,8883805.39,3272.81,0,0,40,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A"
901,2,97,"BOL",3,"BOG",8,4,589,1,198,1,8,1,9602001000,8,33,"KG",66,94,66,3121.95,6912403.15,3076.37,768.2,5,0,"890105927","C.I. FARMACAPSULAS S.A."
901,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,2,1,2106907900,8,33,"KG",11067,12209,11067,52697,118230462.23,27769.61,0,0,0,"890106527","PROCAPS S.A."
901,2,105,"BRA",2,"BAQ",8,1,391,1,199,1,8,2,7602000000,8,33,"KG",19156,19210,19156,18713.8,42675510.93,0,0,0,0,"900080435","CARIBBEAN COMPANY LIMITADA"
901,2,105,"BRA",2,"BAQ",8,1,741,1,198,1,2,1,9603290000,8,11,"U",86400,5885.05,5493.66,62265.6,138680434.94,59163.06,0,0,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A"
901,2,105,"BRA",2,"BAQ",8,1,741,1,198,1,2,1,9615900000,8,11,"U",342720,3085.19,2880,16850.88,37530953.97,13903.49,0,0,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A"
901,2,105,"BRA",2,"BAQ",8,1,741,1,198,1,8,2,7602000000,8,33,"KG",27960,43000,27960,29699.14,70879373.54,0,0,0,0,"900080435","CARIBBEAN COMPANY LIMITADA"
901,2,105,"BRA",2,"BAQ",8,1,830,1,198,1,2,1,2106907900,8,33,"KG",20788,22876,20788,99438,222840211.04,52130.86,0,0,0,"890106527","PROCAPS S.A."
901,2,105,"BRA",2,"BAQ",8,1,830,1,198,1,2,1,9506690000,8,11,"U",1188000,43656,37716,48997.3,113165334.93,22361.03,0,0,0,"802009120","C.I. PROCAPS S.A."
901,2,105,"BRA",2,"BAQ",25,1,580,1,198,1,8,2,2701120010,25,33,"KG",6630000,6630000,6630000,932774.7,2089099577.4,0,340119,0,0,"830089854","C I EXPORTADORA INTERAMERICAN  COAL COLOMBIA S.A"
901,2,105,"BRA",2,"BAQ",25,1,580,1,199,1,8,2,2701120010,25,33,"KG",15370000,15370000,15370000,2168795.5,4866352420.6,0,782090.8,0,0,"830089854","C I EXPORTADORA INTERAMERICAN  COAL COLOMBIA S.A"
901,2,105,"BRA",3,"BOG",8,4,169,1,198,1,8,1,3824909990,8,33,"KG",6.27,11,6.27,378.84,904131.97,378.84,175,0.51,0,"890106527","PROCAPS S.A."
901,2,105,"BRA",3,"BOG",8,4,169,1,198,1,8,1,9602001000,8,33,"KG",71,94,71,1666.25,4032758.23,1641.92,0,0,0,"890105927","C.I. FARMACAPSULAS S.A."
