FECH,ADUANA,PAIS4,CODPAI4,CODSAL,CODSAL3,DEPTO_PROCED,VIA4,BANDERA4,REGIMEN4,MODAD4,FORPA4,CERORI3,SISESP4,POSARA4,DTOR4,UNIDAD4,CODUNI4,CANTIDA4,PBK4,PNK4,FOBDOL4,FOBPES4,AGRENA4,FLETES4,SEGURO4,OTROSG4,NIT,RAZ_SIAL
601,02,23,DEU,2,BAQ,08,1,043,1,198,1,6,1,6302600000,08,11,U,93754,18800.03,17131,123172,279741384.12,96067.8,3185.26,0,0,890100783,INDUSTRIAS CANNON DE COLOMBIA S.A
601,02,23,DEU,2,BAQ,08,1,043,1,198,1,8,1,6306910000,08,11,U,10010,21482.58,20567.58,189368.22,431210225.67,134666.53,5800.01,0,4763.34,890112586,HILATEL S.A.
601,02,23,DEU,2,BAQ,08,1,043,1,198,1,8,1,9506690000,08,11,U,5252000,19299.03,16673,42806.4,97695762.54,21033.21,0,0,0,802009120,C.I. PROCAPS S.A.
601,02,23,DEU,2,BAQ,08,1,434,1,198,1,8,2,0210200000,08,33,KG,2932.4,4080,2932.4,14662,33491233.64,0,0,0,0,802002307,S. C.I. OSCAR AREYANES GUILLEN & CIA LTDA.
601,02,23,DEU,2,BAQ,08,1,434,1,198,1,8,2,9601900000,08,11,U,444905,37100,37075.35,11419.2,26035661.81,0,0,0,0,802002307,C.I. OSCAR AREYANES GUILLEN
601,02,23,DEU,2,BAQ,08,1,827,1,198,1,8,1,9506690000,08,11,U,16627,19245.98,16627,42022.6,95590068.91,20776.82,0,0,0,802009120,C.I. PROCAPS S.A.
601,02,23,DEU,3,BOG,08,4,023,1,198,1,8,2,0510001000,08,33,KG,4.5,8,4.5,36500,83302855,0,0,0,0,802002307,s.c.i. oscar areyanes guillen y cia ltda
601,02,23,DEU,3,BOG,08,4,445,1,198,1,6,1,6306910000,08,11,U,630,1455,1392,11860,27021824,8895,3642.45,0,0,890112586,HILATEL SA
601,02,27,ABW,2,BAQ,08,1,043,1,198,1,8,2,9403500000,08,11,U,32,2570,2570,7873,17899265.5,0,1614.54,0,0,890117416,CONSERVAS MONTEVERDE LTDA
601,02,27,ABW,2,BAQ,08,1,043,1,198,1,8,2,9403600000,08,11,U,12,1110,1110,1638,3723993,0,335.91,0,0,890117416,CONSERVAS MONTEVERDE LTDA
601,02,27,ABW,2,BAQ,08,1,043,1,198,1,8,2,9404290000,08,11,U,18,90,90,1251,2844148.5,0,256.55,0,0,890117416,CONSERVAS MONTEVERDE LTDA
601,02,27,ABW,2,BAQ,08,1,434,1,198,1,8,2,6811100000,08,82,M2,1739.72,19747,19747,9757.5,22071855.3,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
601,02,27,ABW,2,BAQ,08,1,434,1,198,1,8,2,6811900000,08,33,KG,730,730,730,950,2148938,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
601,02,47,ANT,2,BAQ,05,1,043,1,002,2,8,2,0901212000,05,33,KG,0.17,0.2,0.17,0.5,1135.44,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,05,1,043,1,002,2,8,2,1704901000,05,33,KG,3.6,4.26,3.6,6.03,13693.41,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,05,1,043,1,002,2,8,2,2101110000,05,33,KG,1.74,3.64,1.74,2,4541.76,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,05,1,043,1,002,2,8,2,2101120000,05,33,KG,1.73,3.62,1.73,3.5,7948.08,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,05,1,043,1,002,2,8,2,2106901000,05,33,KG,2.28,2.7,2.28,9.58,21755.03,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,05,1,043,1,002,2,8,2,2106909000,05,33,KG,1.73,3.62,1.73,0.93,2111.92,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,05,1,043,1,002,2,8,2,4911990000,05,33,KG,0.45,0.53,0.45,5,11354.4,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,05,1,434,1,198,1,8,1,1704901000,05,33,KG,610.4,699.17,610.4,1248,2850706.56,1168.95,0,0,0,811014994,COMPAÑIA DE GALLETAS  NOEL S.A.
601,02,47,ANT,2,BAQ,05,1,434,1,198,1,8,1,1905310000,05,33,KG,12795.6,14656.36,12795.6,17470.8,39907150.78,15747.62,0,0,0,811014994,COMPAÑIA DE GALLETAS  NOEL S.A.
601,02,47,ANT,2,BAQ,05,1,434,1,198,1,8,1,1905320000,05,33,KG,50.4,57.73,50.4,132,301517.04,120.65,0,0,0,811014994,COMPAÑIA DE GALLETAS  NOEL S.A.
601,02,47,ANT,2,BAQ,05,1,434,1,198,1,8,1,1905901000,05,33,KG,1776.6,2034.96,1776.6,3333.6,7614675.79,2894.18,0,0,0,811014994,COMPAÑIA DE GALLETAS  NOEL S.A.
601,02,47,ANT,2,BAQ,05,1,434,1,198,1,8,2,0401100000,05,61,L,6000,6500.01,6285.72,3000,6812640,0,464.29,35.71,0,890904478,COOPERATIVA COLANTA LTDA
601,02,47,ANT,2,BAQ,05,1,434,1,198,1,8,2,0401200000,05,61,L,10800,11699.99,11314.28,5400,12262752,0,835.71,64.29,0,890904478,COOPERATIVA COLANTA LTDA
601,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,1,1101000000,08,33,KG,26000,26000,26000,10623,24038468.01,6373,0,0,0,890100683,GENEROSO MANCINI & CIA LTDA
601,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,1101000000,08,33,KG,20625,20789.33,20625,7932.5,18033031.58,0,0,0,0,802022544,COMERCIALIZADORA INTERNACIONAL NICOLLMAR LTDA
601,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,1102200000,08,33,KG,3400,3427.09,3400,1742.5,3961242.68,0,0,0,0,802022544,COMERCIALIZADORA INTERNACIONAL NICOLLMAR LTDA
601,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,1902300000,08,33,KG,300,302.39,300,202,459208.62,0,0,0,0,802022544,COMERCIALIZADORA INTERNACIONAL NICOLLMAR LTDA
601,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,9403800000,08,11,U,4,151.2,150,1800,4091958,0,0,0,0,802022544,COMERCIALIZADORA INTERNACIONAL NICOLLMAR LTDA
601,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,1,4819100000,08,11,U,3000,558,558,720,1631268,612,0,0,0,890104687,EMPAQUES INDUSTRIALES COLOMBIANOS S.A.
601,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,4415200000,08,11,U,624,15900,15900,8112,18378952.8,0,0,0,0,890111131,PUERTAS Y MADERAS EL SELLA LTDA
601,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,6811100000,08,82,M2,6724.19,79864,79864,18578.5,42272851.07,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
601,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,6811900000,08,33,KG,2979.5,2979.5,2979.5,2515.38,5734947.84,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
601,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,7317000000,05,33,KG,15350,16204,15350,13635.5,30893270.58,0,0,0,0,890900160,INDUSTRIAS METALICAS CORSAN S.A.
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,1,0201300090,08,33,KG,6448.9,6819.19,6448.9,10858.56,24601696.46,10858.56,0,0,0,802000027,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL CAMAGUEY LTDA C.I
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,1,1704101000,05,33,KG,51.84,57.45,51.84,162,367882.56,160.27,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,1,1704901000,05,33,KG,259.32,287.36,259.32,520,1180857.6,488.31,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,1,1905310000,05,33,KG,3112.68,3449.28,3112.68,4774.8,10842997.82,4357.53,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,1,1905320000,05,33,KG,1806.48,2001.83,1806.48,3242.4,7363101.31,2859.67,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,1,1905901000,05,33,KG,95.28,105.58,95.28,264,599512.32,202.19,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,0201100000,08,33,KG,10384,10469.68,10384,19210.4,43736310.5,0,0,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,0201300010,08,33,KG,168,169.52,168,775.9,1765034.52,0,0,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,0201300090,08,33,KG,24729,24977.14,24729,30134.16,68614284.78,0,0,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,0204210000,08,33,KG,16250,16385.87,16250,36562.5,83188693.13,0,0,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,0206100000,08,33,KG,3588,3616.78,3588,1995.96,4539991.73,0,0,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,1101000000,08,33,KG,40000,40640,40000,12800,29098368,0,3400,0,0,890100118,MOLINOS BARRANQUILLITA S.A.
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,1602100000,05,33,KG,177.6,218.28,177.6,777.6,1765836.29,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,1602500000,05,33,KG,52.8,64.89,52.8,146.4,332456.83,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,2005400000,05,33,KG,566.4,696.12,566.4,835.2,1896638.98,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,2005590000,05,33,KG,460.8,566.34,460.8,912,2071042.56,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,434,1,198,1,8,2,2005909000,05,33,KG,220.8,271.37,220.8,428.4,972844.99,0,0,0,0,811014994,COMPAÑIA DE GALLETAS NOEL S.A
601,02,47,ANT,2,BAQ,08,1,580,1,198,1,8,1,6802210000,08,82,M2,392.01,12957.76,12957.76,14497,33114337.34,10293,0,0,0,800157469,EUROMARMOL LTDA
601,02,47,ANT,2,BAQ,08,1,580,1,198,1,8,1,6802230000,08,82,M2,149.82,4952.24,4952.24,5693.16,13004429.93,1708,0,0,0,800157469,EUROMARMOL LTDA
601,02,47,ANT,2,BAQ,08,1,580,1,002,2,8,2,1401900000,08,33,KG,10200,10200,10200,683.2,1555359.46,0,0,0,0,3695216,ROBERTO VIAÑA NAVARRO
601,02,47,ANT,2,BAQ,08,4,169,1,198,1,8,2,0201100000,08,33,KG,4640,4664.41,4640,8584,19525080.56,0,2623.36,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,4,169,1,198,1,8,2,0201300010,08,33,KG,22,22.12,22,135.3,307752.03,0,41.35,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,4,169,1,198,1,8,2,0201300090,08,33,KG,3560,3578.73,3560,4203.57,9561398.29,0,1284.65,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,4,169,1,198,1,8,2,0204210000,08,33,KG,10000,10052.61,10000,22500,51178275,0,6876.23,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,08,4,169,1,198,1,8,2,0206100000,08,33,KG,785,789.13,785,570.7,1298108.51,0,174.41,0,0,890100026,CAMAGUEY S.A.
601,02,47,ANT,2,BAQ,17,1,043,1,198,1,8,1,6811100000,17,82,M2,15266.91,181366.4,178966.4,39862.8,90356025.35,31911,0,0,0,900029509,C.I GYPLAC
601,02,47,ANT,2,BAQ,47,1,434,1,198,1,8,2,0803001200,47,33,KG,38794.5,40236,38794.5,12210,27752081.22,0,0,0,0,819004320,C.I INVERFRUT LTDA.
601,02,69,AUS,2,BAQ,08,1,043,1,198,1,6,1,2928001000,08,33,KG,15200,16640,15200,26898.46,61385782.52,15469.3,1918,63.54,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
601,02,69,AUS,2,BAQ,08,1,043,1,198,1,8,1,3808209090,08,33,KG,22400,24640,22400,49056,111952169.28,46112.64,2046,194,0,802006840,GRIFFIN DE COLOMBIA S.A.
601,02,69,AUS,2,BAQ,11,1,043,1,002,2,8,2,3808209090,11,33,KG,3441,3749.03,3441,2775,6332910.75,0,0,0,0,800087795,DOW AGROSCIENCES DE COLOMBIA S.A.
601,02,77,BHS,2,BAQ,08,1,043,1,198,1,5,1,6908900000,25,82,M2,758.89,10972,10812,2352.56,5351438.81,2002.73,0,0,0,860032550,ALFAGRES SA
601,02,77,BHS,2,BAQ,08,1,043,1,198,1,5,2,6907900000,25,82,M2,306,8535,8415,1836,4176404.28,0,0,0,0,860032550,ALFAGRES SA
601,02,83,BRB,2,BAQ,08,1,434,1,198,1,4,1,2835260000,08,33,KG,50000,50150,50000,16850,38264328,9732.22,2650,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
601,02,83,BRB,2,BAQ,47,1,043,1,198,1,8,1,1511900000,47,33,KG,40042.8,41277.6,40042.8,23902.2,54067732.49,23797.03,0,0,0,800078508,C.I. FAMAR S.A.
601,02,87,BEL,2,BAQ,08,1,043,1,198,1,6,1,2928001000,08,33,KG,78290,79730,78290,151781.06,344041296.51,87289.29,1094.75,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
601,02,87,BEL,2,BAQ,08,1,827,1,198,1,6,1,2928001000,08,33,KG,83150,84550,83150,162415.61,367976926.79,97119.44,1633.91,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
601,02,87,BEL,6,CTG,08,1,467,1,198,1,6,1,2928001000,08,33,KG,15770,17204,15770,31381.39,71130941.45,18612.5,904.23,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
601,02,97,BOL,2,BAQ,08,1,043,1,198,1,1,1,7605110000,08,33,KG,25321,25971,25321,65509.08,148238531.86,20047.61,1527,0,0,860025266,"SIDERURGICA DEL NORTE "" SIDUNOR S.A."
601,02,97,BOL,2,BAQ,08,1,043,1,198,1,1,1,8418500000,08,11,U,504,65520,60480,349367.58,796737806.03,293513.26,40224.42,0,0,860001767,INDUSTRIAS  COLOMBIA INDUCOL S.A.
601,02,97,BOL,3,BOG,08,4,105,1,198,1,2,1,3004902900,08,33,KG,273,295,273,6293.58,14265406.04,5759.26,847,28.22,0,890106527,PROCAPS S.A.
601,02,97,BOL,3,BOG,08,4,169,1,198,1,2,1,3004201900,08,33,KG,30,32.08,30,643.56,1466287.1,554.62,0,0,0,890106527,PROCAPS S.A.
601,02,97,BOL,3,BOG,08,4,169,1,198,1,2,1,3004501000,08,33,KG,700,763.87,700,13883.74,31632713.22,10428.91,0,0,0,890106527,PROCAPS S.A.
601,02,97,BOL,3,BOG,08,4,169,1,198,1,2,1,3004902900,08,33,KG,207,229.07,207,9598.11,21859082.14,8748.82,188.8,6.14,0,890106527,PROCAPS S.A.
601,02,97,BOL,3,BOG,08,4,169,1,198,1,8,1,5807100000,08,33,KG,142.8,149.99,142.8,8698.3,19716088.69,6167.14,0,0,0,890113508,FINOTEX S.A
601,02,97,BOL,11,MDE,08,4,169,1,198,1,8,1,5807100000,08,33,KG,38.88,45.99,38.88,2671.97,6063795.43,1894.49,0,0,0,890113508,FINOTEX S.A
601,02,105,BRA,2,BAQ,08,1,043,1,198,1,2,1,8415823000,08,11,U,138,11000,11000,51379,116263997.73,13500,0,0,400,890110416,INDUSTRIAS THERMOTAR LTDA.
601,02,105,BRA,2,BAQ,08,1,043,1,198,1,2,2,7019390000,25,33,KG,5794,6040,5794,7039.22,16064415.14,0,0,0,0,860009008,FIBERGLASS COLOMBIA S.A.   COD. ALTEX 3341
601,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,1,2928001000,08,33,KG,23560,25792,23560,53062.79,121096184.94,30516.41,1006,119.21,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
601,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,17822,17822,17822,32379.6,73270825.45,0,0,0,0,802024696,C.I. METAL TRADE LTDA.
601,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,91086,91208,91086,150625.26,341762779.64,0,0,0,0,806001475,C.I. GREEN LINE S.A.
601,02,105,BRA,2,BAQ,08,1,043,1,198,2,2,1,3808201000,08,33,KG,36288,41006,36288,253653.05,575495801.91,248579.99,0,0,0,890100454,DUPONT DE COLOMBIA S.A.
601,02,105,BRA,2,BAQ,08,1,434,1,198,1,8,2,0510001000,08,33,KG,12,12.8,12,110400,252177888,0,0,0,0,802002307,S.C.I. OSCAR  AREYANES GUILLEN Y CIA. LTDA.
601,02,105,BRA,2,BAQ,08,1,827,1,198,2,2,1,3808201000,08,33,KG,9216,10366,9216,63313.92,143447182.85,62680.78,0,0,0,890100454,DUPONT DE COLOMBIA S.A.
601,02,105,BRA,3,BOG,08,4,169,1,198,1,1,1,1521901000,08,33,KG,30,33.18,30,255,579694.05,255,0,0,0,890106527,PROCAPS S.A.
601,02,105,BRA,3,BOG,08,4,169,1,198,1,1,1,2916390000,08,33,KG,50,55.29,50,680,1545850.8,680,0,0,0,890106527,PROCAPS S.A.
601,02,105,BRA,3,BOG,08,4,169,1,198,1,1,1,2936210000,08,33,KG,55,55,55,6500,14776515,6500,0,0,0,890106527,PROCAPS S.A.
601,02,105,BRA,6,CTG,08,1,047,1,198,1,8,1,2933710000,08,33,KG,416000,421480,416000,696703.68,1575971592.3,466094.76,28896,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
601,02,149,CAN,2,BAQ,08,1,218,1,198,1,6,2,7019390000,25,33,KG,6866,6980,6866,9163.78,20761918.16,0,0,0,0,860009008,FIBERGLASS COLOMBIA S.A.  COD. ALTEX 3341
601,02,169,COL,2,BAQ,08,3,169,1,198,1,8,2,2201100000,08,61,L,432,373.6,368.93,202.23,459731.48,0,0,0,0,008904011094,EMBOTELLADORA ROMAN S.A.
601,02,169,COL,2,BAQ,08,3,169,1,198,1,8,2,2202100000,08,61,L,1160.2,987.4,975.07,534.5,1215084.2,0,0,0,0,008904011094,EMBOTELLADORA ROMAN S.A.
601,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7404000000,08,33,KG,29584.17,32542.59,29584.17,87273.3,199169016.13,0,0,0,0,802024696,C.I METAL TRADE LTDA.
601,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7404000000,08,33,KG,26467.15,29113.86,26467.15,78078.08,177595619.99,0,0,0,0,802024696,C.I. METAL TRADE LTDA.
601,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7404000000,08,33,KG,25598.59,28158.45,25598.59,75515.85,172336986.76,0,0,0,0,806001475,C.I GREEN LINE S.A
601,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,40850,40850,40850,61313.97,139647449.88,0,0,0,0,806001475,C.I GREEN LINE S.A
601,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,20968,21030,20968,31814.75,72247479.48,0,1006,0,0,806001475,C.I. GREEN LINE S.A.
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,1,1,7209160000,08,33,KG,195200,196256.93,195200,119657.6,272818131.42,44553.31,5150.63,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,1,1,7209170000,08,33,KG,111235,111837.29,111235,68187.06,155465814.93,26553.4,2935.09,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,1,1,7209181000,08,33,KG,1930740,1941194.18,1930740,1221864.57,2785839001,495588.25,52594.84,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,1,1,7209182000,08,33,KG,94485,94996.6,94485,60753.86,138518193.26,28865.37,2615.13,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,2,1,6905100000,25,11,U,7700,23130,22850,6132.57,13872118.64,6132.57,1080,14.43,0,860000762,LADRILLERA SANTAFE S.A.
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,2,2,3808209090,08,33,KG,7005,9323,7005,102539.75,231949016.09,0,1620,565,0,860030619,BASF QUIMICA COLOMBIANA S.A.
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,2833220000,08,33,KG,5000,5008,5000,755,1701090.5,468.1,495,0,0,860042141,PRODUCTOS QUIMICOS PANAMERICANOS
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,3808209090,08,33,KG,277277.22,283158.2,277277.22,435628,990778896.1,151855.56,6000,971.58,0,800087795,"DOW AGROSCIENCES DE COLOMBIA S,A."
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,6302600000,08,11,U,15724,4766.98,4400,33134.64,75137103.72,25795.32,1000,165.67,0,890100783,INDUSTRIAS CANNON DE COLOMBIA S.A
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,6905100000,08,11,U,8400,25050,25050,4116,9384438.84,4116,0,0,0,800228676,GRES CARIBE S.A.
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,7209160000,08,33,KG,515835,518605.25,515835,314346.97,716208136.44,117043.93,13660.67,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,7209170000,08,33,KG,58165,58477.37,58165,36818.45,83887156.48,14337.84,1600.03,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,7209181000,08,33,KG,1424295,1431944.09,1424295,895543.61,2040406561,363232.46,38917.9,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,7209182000,08,33,KG,574860,577538.28,574860,369634.99,841599130.47,175620.96,15658.66,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,7308400000,08,33,KG,44117,44117,44117,37099,84526361.6,25766.34,1191.17,88.23,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,2,2827491000,08,33,KG,8734,8734,8734,5240,11959094.8,0,760,0,0,860042141,PRODUCTOS QUIMICOS PANAMERICANOS
601,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,2,4411110000,08,67,M3,84.77,86172,81362,25620,58102958,0,0,0,0,802010017,MADEFLEX S.A.
601,02,196,CRI,2,BAQ,08,1,047,1,198,1,8,1,4410320000,08,67,M3,69.67,46000,44160,20907,47528092.17,17788.77,2060.8,0,0,800136017,C.I PIZANO TRADING S.A.
601,02,196,CRI,2,BAQ,08,1,077,1,198,1,8,1,7209160000,08,33,KG,33575,33735,33575,20027.42,45747033.31,4137.46,2262,0,0,860026753,ACERIAS DE COLOMBIA S.A -ACESCO
601,02,196,CRI,2,BAQ,08,1,218,1,198,1,8,1,4804310000,08,33,KG,4101,4459.54,4101,3056.4,6916235.87,2750,226.03,0,0,890101676,FABRICA DE BOLSA DE PAPEL UNIBOL S.A.
601,02,196,CRI,2,BAQ,08,1,218,1,198,1,8,1,4819400000,08,11,U,2880000,17444.07,16041.6,17984.12,40695725.62,16186,1329.97,0,0,890101676,FABRICA DE BOLSA DE PAPEL UNIBOL S.A.
601,02,196,CRI,2,BAQ,08,1,218,1,198,1,8,2,7413000000,25,33,KG,396,450.73,396,2152.14,4870013.04,0,59.71,1.55,0,860034944,PRODUCTORA DE CABLES PROCABLES S.A. C.I.
601,02,196,CRI,2,BAQ,08,1,218,1,198,1,8,2,7614900000,25,33,KG,56595,64636.88,56595,171297.12,387623113.92,0,4634.75,123.23,0,860034944,PRODUCTORA DE CABLES PROCABLES S.A. C.I.
601,02,196,CRI,2,BAQ,08,1,218,1,198,1,8,2,8544591000,25,33,KG,560,637.39,560,2722.5,6160663.58,0,75.54,1.96,0,860034944,PRODUCTORA DE CABLES PROCABLES S.A. C.I.
601,02,196,CRI,2,BAQ,08,1,472,1,198,1,8,1,4410320000,08,67,M3,104.51,69000,66240,28924.8,65429054.59,25340.21,2693.76,0,0,800136017,C.I PIZANO TRADING S.A.
601,02,196,CRI,2,BAQ,08,1,472,1,198,1,8,1,8507100000,08,11,U,872,13700.51,13500.5,16213.34,36675223.6,15770.02,1000,85.24,0,800022558,BATERIAS WILLARD S.A.
601,02,196,CRI,2,BAQ,08,1,472,1,198,1,8,1,9018312000,08,11,U,40400,309.81,205.67,1310.5,2964403.42,593,147.49,8.04,0,890106778,LABORATORIOS RYMCO S.A
601,02,196,CRI,2,BAQ,08,1,472,1,198,1,8,1,9018320000,08,13,MIL,76800,111.47,74,1133.04,2562981.8,469.16,127.51,6.96,0,890106778,LABORATORIOS RYMCO S.A
601,02,196,CRI,2,BAQ,08,1,472,1,198,1,8,1,9603290000,08,11,U,5616,130.54,114.9,1635.84,3700335.51,1369.36,0,0,90,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
601,02,196,CRI,2,BAQ,08,1,472,1,198,1,8,2,8507100000,08,11,U,433,7584.5,7484.5,10492.45,23734341.6,0,550,57.29,0,800022558,BATERIAS WILLARD S.A.
601,02,196,CRI,2,BAQ,08,1,472,1,198,1,8,2,9018909000,08,11,U,11000,253,209,12100,27370684,0,349.6,100.4,0,890106778,LABORATORIOS RYMCO S.A
601,02,196,CRI,2,BAQ,08,1,580,1,198,1,8,1,4410320000,08,67,M3,69.67,46000,44160,21778.24,49746291.37,19151.63,2060.8,0,0,800136017,C.I. PIZANO TRADING S.A.
601,02,196,CRI,2,BAQ,08,1,628,1,198,1,8,1,8507100000,08,11,U,804,12626.49,12426.5,14310.54,32660516.13,13912.28,1000,75.12,0,800022558,BATERIAS WILLARD S.A.
601,02,196,CRI,2,BAQ,08,1,628,1,198,1,8,1,9603290000,08,11,U,23652,1745.94,1569.34,19854,45350903.89,17654.23,0,0,61.56,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
601,02,196,CRI,2,BAQ,08,1,628,1,198,1,8,1,9615110000,08,11,U,136800,1384.42,1244.38,7444.58,17005058.53,5797.76,0,0,23.08,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
