FECH,ADUANA,PAIS4,CODPAI4,CODSAL,CODSAL3,DEPTO_PROCED,VIA4,BANDERA4,REGIMEN4,MODAD4,FORPA4,CERORI3,SISESP4,POSARA4,DTOR4,UNIDAD4,CODUNI4,CANTIDA4,PBK4,PNK4,FOBDOL4,FOBPES4,AGRENA4,FLETES4,SEGURO4,OTROSG4,NIT,RAZ_SIAL
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,1,1101000000,08,33,KG,52000,52000,52000,17688,39622957.2,5921.86,0,0,0,890100683,GENEROSO MANCINI & CIA LTDA
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,1,6802210000,08,82,M2,447.97,15951.37,15951.37,11976.47,27081433.5,8504,0,0,0,800157469,EUROMARMOL LTDA
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,1,6802230000,08,82,M2,138.75,4940.63,4940.63,5272.5,11922282.45,1582,0,0,0,800157469,EUROMARMOL LTDA
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,1,6905100000,08,11,U,7450,22463.73,22265,6081.1,13750704.94,6081.1,0,0,0,800228676,GRES CARIBE S.A.
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,1,6905900000,08,11,U,52,143.87,142.6,375,847957.5,375,0,0,0,800228676,GRES CARIBE S.A.
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,3204900000,08,33,KG,1,1,1,34,76881.48,0,0,0,0,800157469,EUROMARMOL LTDA
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,3214900000,08,33,KG,52,52,52,306.28,692566.46,0,0,0,0,800157469,EUROMARMOL LTDA
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,6804210000,08,11,U,6,6,6,94.5,213685.29,0,0,0,0,800157469,EUROMARMOL LTDA
701,02,47,ANT,2,BAQ,08,1,043,1,198,1,8,2,7318140000,08,33,KG,19,19,19,3,6783.66,0,0,0,0,800157469,EUROMARMOL LTDA
701,02,47,ANT,2,BAQ,08,1,047,1,198,1,8,1,4818100000,08,33,KG,5750.58,6786.5,5750.58,10193.61,23049994.8,9174,1840,13.25,0,890101676,FABRICA DE BOLSAS DE PAPEL UNIBOL S.A.
701,02,47,ANT,2,BAQ,08,1,047,1,198,1,8,2,1401900000,47,33,KG,14220,15927.32,14220,3900,8742258,0,0,0,0,819005023,C.I. PRODEXCOL LTDA
701,02,47,ANT,2,BAQ,08,1,047,1,198,1,8,2,4403490000,47,67,M3,3,5560,5560,951.3,2143164.74,0,0,0,0,819005023,C.I. PRODEXCOL LTDA
701,02,47,ANT,2,BAQ,08,1,047,1,198,1,8,2,6907900000,47,82,M2,2,1492.68,1200,300,669582,0,0,0,0,819005023,C.I. PRODEXCOL LTDA
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,1,1516200000,11,33,KG,1587.6,1640.6,1587.6,1177.99,2612911.4,1159.56,0,0,0,800208260,C.I.GRASAS Y ACEITES ANDINOS GRANDINOS S.A.-EMA  COD. UAP 32
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,1,1517100000,11,33,KG,11918.9,12316.83,11918.9,8291.84,18392213.22,7841.62,0,0,0,800208260,C.I.GRASAS Y ACEITES ANDINOS GRANDINOS S.A.-EMA  COD. UAP 32
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,1,1517900000,11,33,KG,4600,4753.58,4600,4754.1,10545116.75,3867.5,0,0,0,800208260,C.I.GRASAS Y ACEITES ANDINOS GRANDINOS S.A.-EMA  COD. UAP 32
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,0201301000,08,33,KG,12291.6,12935.28,12291.6,18639.48,41345865.13,0,0,0,0,890100026,CAMAGUEY S.A.
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,0201309000,08,33,KG,1615.4,1721.26,1615.4,3057.49,6793620.48,0,0,0,0,890100026,CAMAGUEY S.A.
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,0204230000,08,33,KG,10398.6,11055.97,10398.6,28388.18,63036143.72,0,0,0,0,890100026,CAMAGUEY S.A.
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,0206100000,08,33,KG,2535.75,2694.49,2535.75,1453.04,3225875.44,0,0,0,0,890100026,CAMAGUEY S.A.
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,0803001200,47,33,KG,58574,63740,58574,19632.07,43958425.15,0,0,0,0,819004320,C.I. INVERFRUT LTDA
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,1401900000,47,33,KG,7310,7310,7310,2100,4679598,0,0,0,0,819005023,C.I. PRODEXCOL LTDA
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,2106905000,11,33,KG,240,248.8,240,532.8,1181809.01,0,0,0,0,800208260,C.I.GRASAS Y ACEITES ANDINOS GRANDINOS S.A.-EMA  COD. UAP 32
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,3214101000,08,33,KG,520,520,520,500,1110675,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,4823904000,08,11,U,20,6.6,6.6,162.4,360747.24,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,6811820000,08,82,M2,4087.49,78676.8,78676.8,21969,48800838.15,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
701,02,47,ANT,2,BAQ,08,1,218,1,198,1,8,2,6811890000,08,33,KG,60106,60106,60106,14569.5,32316753.65,0,0,0,0,860002301,ETERNIT ATLANTICO S.A.
701,02,47,ANT,2,BAQ,08,1,580,1,198,1,5,1,6908900000,25,82,M2,569.8,9490,9350,1965.81,4360382.82,1599.44,0,0,0,860032550,ALFAGRES SA
701,02,47,ANT,2,BAQ,08,1,580,1,198,1,5,2,6802210000,25,82,M2,10,20.27,20,53.2,118003.45,0,0,0,0,860032550,ALFAGRES SA
701,02,47,ANT,2,BAQ,08,1,580,1,198,1,5,2,6907900000,25,82,M2,538,14954.73,14755,2861.5,6347121.77,0,0,0,0,860032550,ALFAGRES SA
701,02,47,ANT,2,BAQ,17,1,023,1,198,1,8,1,6811810000,17,82,M2,8066.9,89259.1,88059.1,19577.6,43488701.76,15805.99,0,0,0,900029509,C.I. GYPLAC S.A
701,02,47,ANT,2,BAQ,17,1,023,1,198,1,8,1,6811890000,08,33,KG,70157.05,71357.05,70157.05,15776.35,35203662.92,12740.79,0,0,0,900029509,C.I. GYPLAC S.A
701,02,47,ANT,2,BAQ,19,1,047,1,198,1,8,1,1701999000,19,33,KG,51900,52035,51900,18365.33,40882326.5,16917.04,3273.85,55.01,0,890300554,C.I. DE AZUCARES Y MIELES S.A.
701,02,47,ANT,2,BAQ,47,1,580,1,198,1,8,2,1401900000,47,33,KG,10200,10200,10200,2100,4687074,0,0,0,0,819005023,C.I. PRODEXCOL LTDA.
701,02,47,ANT,2,BAQ,54,1,043,1,198,1,8,2,6907900000,54,82,M2,1035.7,26015,25475,6115.61,13689915.3,0,0,0,0,890501650,TEJAR SANTA TERESA S.A
701,02,47,ANT,2,BAQ,54,1,047,1,198,1,8,2,6810190000,54,82,M2,176,3060.32,3015,610,1306223.5,0,0,0,0,88274283,JOSE REINALDO DELGADO FUENTES / INVERSIONES CONDOR DE SANTAN
701,02,47,ANT,2,BAQ,54,1,047,1,198,1,8,2,6904100000,54,13,MIL,10.68,15509.68,15280,1545,3308385.75,0,0,0,0,88274283,JOSE REINALDO DELGADO FUENTES / INVERSIONES CONDOR DE SANTAN
701,02,47,ANT,2,BAQ,76,1,043,1,198,1,8,1,1701999000,76,33,KG,79500,79707,79500,32849.4,73332015.08,32849.4,0,0,0,890300554,C.I. DE AZUCARES Y MIELES S.A.
701,02,47,ANT,3,BOG,08,4,169,1,198,1,8,2,4602190000,08,11,U,120,12.94,12.89,120,267405.6,0,0,0,0,900018007,EXPORTEXA LTDA.
701,02,47,ANT,3,BOG,08,4,169,1,198,1,8,2,6306910000,08,11,U,34,48.02,47.83,445,991629.1,0,0,0,0,900018007,EXPORTEXA LTDA.
701,02,47,ANT,3,BOG,08,4,169,1,198,1,8,2,6913900000,08,11,U,243,53.74,53.52,498,1109733.24,0,0,0,0,900018007,EXPORTEXA LTDA.
701,02,47,ANT,3,BOG,08,4,169,1,198,1,8,2,9206000000,08,11,U,24,4.27,4.25,39.6,88243.85,0,0,0,0,900018007,EXPORTEXA LTDA.
701,02,47,ANT,3,BOG,08,4,169,1,198,1,8,2,9602009000,08,11,U,100,8.03,8,90,200554.2,0,0,0,0,900018007,EXPORTEXA LTDA.
701,02,63,ARG,3,BOG,08,4,169,1,198,1,2,1,9602001000,08,33,KG,1360,1981.98,1360,43548.14,97117983.68,42912.33,6943.2,0,0,890105927,C.I. FARMACAPSULAS S.A.
701,02,63,ARG,3,BOG,08,4,169,1,002,2,8,2,9602001000,08,33,KG,0.47,0.47,0.47,2,4458.58,0,0,0,0,890105927,CI. FARMACAPSULAS S.A.
701,02,69,AUS,2,BAQ,08,1,043,1,198,1,8,1,3808929900,08,33,KG,9860,10000,9860,10000,22594300,9097,1926,25.85,0,800087795,"DOW AGROSCIENCES DE COLOMBIA S,A."
701,02,69,AUS,2,BAQ,08,1,043,1,198,1,8,1,9503009900,08,11,U,2396650,9292.52,8590.02,71721.07,159887064.14,55210.92,2900.01,0,0,890101272,SEMPERTEX DE COLOMBIA S.A.
701,02,69,AUS,3,BOG,08,4,169,1,198,1,8,1,9503009900,08,11,U,179500,687,654.76,5120.56,11389251.97,4036.35,3553.25,0,0,890101272,SEMEPERTEX S.A.
701,02,77,BHS,2,BAQ,08,1,043,1,198,1,5,1,6908900000,25,82,M2,339.06,5464,5384,1095.18,2469269.49,891.07,0,0,0,860032550,ALFAGRES SA
701,02,77,BHS,2,BAQ,08,1,043,1,198,1,5,2,6907900000,25,82,M2,609.12,14241,14021,3087.61,6961541.64,0,0,0,0,860032550,ALFAGRES SA
701,02,77,BHS,2,BAQ,08,1,043,1,198,1,8,1,7007190000,08,82,M2,220.22,9861,7900.6,19526.58,44025994.13,13135.53,0,0,0,800229035,TECNOGLASS S A
701,02,77,BHS,2,BAQ,11,1,573,1,002,2,8,2,6908900000,11,82,M2,4,28,28,13,29310.71,0,0,0,0,860032550,ALFAGRES SA
701,02,83,BRB,2,BAQ,05,1,043,1,198,1,8,1,2523210000,05,33,KG,112464,112800,112464,15182.64,34170049.58,13476.11,0,0,0,890100251,CEMENTOS ARGOS S.A
701,02,83,BRB,2,BAQ,47,1,043,1,198,1,8,1,1517900000,47,33,KG,22050,22932,22050,18204.48,41131748.25,17922.31,0,0,0,800078508,C.I. FAMAR S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,1,6,1,2928001000,08,33,KG,179200,182080,179200,344115.77,775793113.14,197900.96,2152.35,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
701,02,87,BEL,2,BAQ,08,1,043,1,198,1,6,1,9603290000,08,11,U,1296,56.13,51.12,163.26,363953.89,149.76,24.58,0.44,0,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,1,6,1,9615110000,08,11,U,53410,1201.98,1094.7,5522.03,12310206.26,3799.57,831.23,14.96,0,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,1,6,1,9615900000,08,11,U,61776,415.83,378.72,3389.29,7555710.3,2139.7,510.19,9.18,0,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,1,6,2,3926909090,08,11,U,5000,55.21,53,256.46,571723.71,0,0,0,0,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,1,6,2,9615110000,08,11,U,648,10.07,10.06,213.3,475507.56,0,0,0,0,890103725,PLASTICOS VANDUX DE COLOMBIA S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,1,8,1,9503009900,08,11,U,2511600,8000.57,7498.98,82185.1,183677136.34,62662.62,3000,212.96,0,890101272,SEMPERTEX DE COLOMBIA S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,2,8,2,3923299000,08,11,U,4,19.59,18.88,6,13375.74,0,0,0,0,890101272,SEMPERTEX DE COLOMBIA S.A.
701,02,87,BEL,2,BAQ,08,1,043,1,198,2,8,2,4911100000,08,33,KG,66.1,68.59,66.1,21,46815.09,0,0,0,0,890101272,SEMPERTEX DE COLOMBIA S.A.
701,02,87,BEL,3,BOG,08,4,023,1,198,1,8,1,9503009900,08,11,U,108500,370,350.56,3153.8,7060695.9,2104.82,1207.28,12,0,890101272,SEMPERTEX S.A.
701,02,87,BEL,3,BOG,08,4,169,1,198,1,6,1,9602009000,08,11,U,1950000,339,265,14166,31878883.08,9501.14,0,0,0,890105927,C.I. FARMACAPSULAS S.A.
701,02,87,BEL,6,CTG,08,1,434,1,198,1,8,1,2928001000,08,33,KG,42640,42640,42640,82042.9,183375630.47,47182.87,0,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
701,02,97,BOL,2,BAQ,08,1,097,1,198,1,1,1,9018312000,08,11,U,706200,8861.86,6668.09,33435.22,75325538.43,22923,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,97,BOL,2,BAQ,08,1,097,1,198,1,1,1,9018320000,08,13,MIL,296.4,370.34,278.66,3328.57,7498868.78,1382,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,97,BOL,2,BAQ,08,1,218,1,198,1,2,1,2835260000,08,33,KG,75000,75220,75000,26700,60374574,15421.39,2700,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
701,02,97,BOL,3,BOG,08,4,169,1,198,1,2,1,3004401900,08,33,KG,1067,1143,1067,11713.51,26112810.71,9574.62,348.28,39.78,0,890106527,PROCAPS S.A.
701,02,97,BOL,3,BOG,08,4,169,1,198,1,2,1,3004501000,08,33,KG,313,345.32,313,8964.43,19984314.16,7028.81,1224.91,33.1,0,890106527,PROCAPS S.A.
701,02,97,BOL,3,BOG,08,4,169,1,198,1,2,1,3004902900,08,33,KG,951,1069.68,951,26626.16,59357432.23,22174.37,7526.68,110.92,0,890106527,PROCAPS S.A.
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,5,1,2530900000,08,33,KG,144000,147600,144000,38544.48,87088554.45,38266.95,7537,0,0,860005062,QUIMICA INTERNACIONAL S.A - QUINTAL S.A.
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,6,1,7614900000,08,33,KG,17959,22085,17959,63355.76,141373309.98,17286.42,0,0,0,860025266,"SIDERURGICA DEL NORTE "" SIDUNOR S.A."
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,1,2530900000,08,33,KG,312000,318500,312000,98161.44,219284369.65,97454.67,14159.6,0,0,860005062,QUIMICA INTERNACIONAL S.A - QUINTAL S.A.
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,1,2928001000,08,33,KG,48260,52312,48260,103704.42,231187226.46,64802.6,2234,233.58,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,1,2933710000,08,33,KG,988000,1001020,988000,2106942,4751294854.2,1122789.38,56748.36,0,0,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,1,7614900000,08,33,KG,21498,25744.01,21498,78132.99,176536021.61,22985.22,0,0,0,860025266,"SIDERURGICA DEL NORTE "" SIDUNOR S.A."
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,45874,45940,45874,88437.58,199037617.55,0,0,0,0,802024696,C.I METAL TRADE LTDA
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,21736,21770,21736,41515.76,93435369.46,0,0,0,0,802024696,C.I. METAL TRADE LTDA
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,66957,67050,66957,125876.14,282259576.61,0,0,0,0,802024696,C.I. METAL TRADE LTDA.
701,02,105,BRA,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,112168,112260,112168,205366.89,460269879.44,0,0,0,0,806001475,C.I. GREEN LINE S.A.
701,02,105,BRA,2,BAQ,08,1,580,1,198,1,2,2,2701190000,15,33,KG,23000000,23000000,23000000,2271250,5037746062.5,0,362250,0,0,860513970,C.I. MILPA S.A
701,02,105,BRA,3,BOG,08,4,169,1,198,1,2,1,8479900000,08,11,U,32,119.99,114,16000,35716180,16000,718.49,52.09,0,890106527,PROCAPS S.A.
701,02,105,BRA,6,CTG,08,1,043,1,198,1,8,1,9018312000,08,11,U,5245000,64388.44,50497.7,204183.6,455619368.71,139988,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,105,BRA,6,CTG,08,1,043,1,198,1,8,1,9018320000,08,13,MIL,4746,5547.22,4350.5,53297.57,118929263.65,22130,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,105,BRA,6,CTG,08,1,043,1,198,1,8,1,9018390000,08,11,U,520000,3215.74,2522,97940,218545274.8,43951,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,105,BRA,6,CTG,08,1,105,1,198,1,8,1,9018312000,08,11,U,5300000,64748.08,50797,206795,467298797.4,141778,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,105,BRA,6,CTG,08,1,105,1,198,1,8,1,9018320000,08,13,MIL,4746,5545.34,4350.5,53297.57,120437584.88,22130,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,105,BRA,6,CTG,08,1,105,1,198,1,8,1,9018390000,08,11,U,518000,3202.29,2512.3,91224,206140697.28,91224,0,0,0,890106778,LABORATORIOS RYMCO S.A
701,02,105,BRA,6,CTG,13,1,169,1,198,1,2,1,9506690000,08,11,U,5720000,21021,18160,57200,127463336,29686.8,0,0,0,890106527,PROCAPS S.A.
701,02,137,CYM,2,BAQ,08,1,235,1,198,1,8,2,2505900000,08,33,KG,2191020,2191020,2191020,25196.73,55887606.98,0,0,0,0,860350697,CONCRETOS ARGOS S.A.
701,02,137,CYM,2,BAQ,08,1,705,1,198,1,8,2,2505900000,08,33,KG,4241840,4241840,4241840,48781.16,108199051.94,0,0,0,0,860350697,CONCRETOS ARGOS S.A.
701,02,149,CAN,2,BAQ,08,1,043,1,198,1,5,2,6907900000,25,82,M2,2657.2,63534,62694,12982.87,29168396.31,0,0,0,0,860032550,ALFAGRES SA
701,02,149,CAN,2,BAQ,08,1,043,1,004,2,8,2,9805000000,08,11,U,175,3520,3400,1000,2221350,0,0,0,0,41650331,MARTHA ELENA MESA REY
701,02,149,CAN,2,BAQ,11,1,043,1,198,1,8,2,7305110000,11,33,KG,3700,3700,3700,2548,5703748.96,0,0,0,0,860010985,B.J. SERVICES COMPANY S.A.
701,02,149,CAN,3,BOG,08,4,169,1,198,1,6,1,3004902900,08,33,KG,3917,4335.99,3917,44865.59,99977583.44,24577.37,7287.76,170.05,0,890106527,PROCAPS S.A.
701,02,149,CAN,3,BOG,08,4,169,1,198,1,8,1,3004902900,08,33,KG,7037,7719,7037,118114.35,263262071.89,61745.92,13600.29,429.41,0,890106527,PROCAPS S.A.
701,02,169,COL,2,BAQ,08,3,169,1,198,1,8,2,2201100000,08,61,L,72,99.4,98,48.45,108469.38,0,0,0,0,008904011094,EMBOTELLADORA ROMAN S.A.
701,02,169,COL,2,BAQ,08,3,169,1,198,1,8,2,2202100000,08,61,L,1548,1606.6,1584,777.69,1741084.6,0,0,0,0,008904011094,EMBOTELLADORA ROMAN S.A.
701,02,187,PRK,2,BAQ,08,1,043,1,198,1,8,1,9503009900,08,11,U,3488000,12323.51,11606.7,96502.65,214425028.2,70757.25,2035,246.41,268.79,890101272,SEMPERTEX DE COLOMBIA S.A
701,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,1,9503009900,08,11,U,6095500,15408.12,14467.32,119721.2,267262015.25,95627.34,2035,304.38,352.81,890101272,SEMPERTEX DE COLOMBIA S.A.
701,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,1,9503009900,08,11,U,1894000,5970.2,5609.4,45011.35,99985962.32,34664.96,2034.99,117.62,135.3,890101272,SEMPERTEX S.A.
701,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7404000010,08,33,KG,17502,17510,17502,111023.66,247740415.4,0,0,0,0,806001475,C.I GREEN LINE S.A
701,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7404000090,08,33,KG,57366,65000,57366,355004.56,794006090.01,0,0,0,0,802024696,C.I. METAL TRADE LTDA.
701,02,190,KOR,2,BAQ,08,1,043,1,198,1,8,2,7602000000,08,33,KG,19510,19510,19510,33582.56,75657477.77,0,0,0,0,806001475,C.I GREEN LINE S.A
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,2530900000,08,33,KG,40000,41000,40000,12340,27645548.8,12251.15,2340,0,0,860005062,QUIMICA INTERNACIONAL S.A - QUINTAL S.A.
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,3808929900,08,33,KG,617321.6,617321.6,617321.6,1069376,2387872486.3,372773.82,21868,2400.74,0,800087795,"DOW AGROSCIENCES DE COLOMBIA S,A."
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,3808929900,08,33,KG,19123.2,19915.02,19123.2,46780.8,104245399.1,15177,1221,105,0,800087795,DOW AGROSCIENCES DE COLOMBIA S.A.
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,3808929900,08,33,KG,32650,34705,32650,67648.5,152847050.36,64287.69,3200,175.88,0,802006840,GRIFFIN DE COLOMBIA S.A.
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,3923210000,08,11,U,2076900,8643.8,6973.8,36297.06,80984004.09,29499.35,0,0,0,802009663,LITOPLAS S.A.
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,4104110000,08,82,M2,3270.2,20960,20660,30000,67782900,27462.6,0,0,0,802000027,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL CAMAGUEY LTDA C.I
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,6905100000,08,11,U,13044,25081.6,24981.6,5648.52,12529038.7,5648.52,0,0,0,800228676,GRES CARIBE S.A.
701,02,196,CRI,2,BAQ,08,1,043,1,198,1,8,1,7209160090,08,33,KG,1378520,1385931.86,1378520,938050.49,1979792431.1,193791.81,38287.66,0,0,860026753,ACERIAS DE COLOMBIA S.A ACESCO
