"FECH","ADUA","PAIS","COD_PAI4","COD_SAL1","COD_SAL","DPTO2","VIA","BANDERA","REGIM","MODAD","FINALID","CER_ORI1","SISESP","POSAR","DPTO1","UNID","CODUNI2","CANTI","PBK","PNK","FOBDOL","FOBPES","AGRENA","FLETES","SEGURO","OTROSG","NIT","RAZ_SIAL"
801,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,4418200000,8,11,"U",34,2000,2000,7581.66,14921692.5,0,0,0,0,"900170753","COMERCIALIZADORA APH EU"
801,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,7007190000,5,82,"M2",90,533.43,500,287,577679.34,0,0,0,0,"900167282","ELHOIN DE LA COSTA LTDA"
801,2,47,"ANT",2,"BAQ",8,1,47,1,198,1,8,2,8417209000,5,11,"U",1,53.34,50,350,704487,0,0,0,0,"900167282","ELHOIN DE LA COSTA LTDA"
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,803001200,47,33,"KG",17795.34,19620,17795.34,5762.5,11605559.75,5762.5,0,0,0,"819004320","C.I. INVERFRUT LTDA"
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,6506910000,8,11,"U",288,7.91,7.26,126.72,254379,110.56,0,0,0.46,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,7308400000,8,33,"KG",10091,10091,10091,10900.35,21370027.17,6336.8,1800,20.24,0,"860026753","ACERIAS DE COLOMBIA ACESCO & CIA S.C.A"
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,9603290000,8,11,"U",7416,431.41,396.17,7592.02,15240296.86,6598.11,0,0,27.34,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,9615110000,8,11,"U",55440,1417.63,1301.83,11612.24,23310526.7,11136.06,0,0,41.8,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,1,9615900000,8,11,"U",287184,1211.64,1112.67,5670.72,11383460.04,4572.01,0,0,20.42,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,4419000000,8,11,"U",1,15.79,15,14.9,29581.72,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,4802100000,8,33,"KG",20,21.05,20,1391.08,2761780.68,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,6203421000,8,11,"U",40,10.53,10,60,119121,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,6402991000,8,19,"2U",25,31.58,30,250.42,497171.35,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,6405200000,8,19,"2U",100,52.63,50,496.82,986361.59,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,6506910000,8,11,"U",288,7,5.76,187.2,375787.15,0,0,0,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,6802299000,8,82,"M2",27,842.11,800,1833.25,3639642.89,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,6907900000,54,82,"M2",2021.85,51590,50605,14515,29147596.67,0,0,0,0,"890501650","TEJAR SANTA TERESA S.A"
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,7006000000,8,33,"KG",101.5,106.84,101.5,865.45,1718221.16,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,7009920000,8,11,"U",144,26.26,21.6,136.8,274613.69,0,0,0,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,7610100000,8,33,"KG",80,84.21,80,745.22,1479522.53,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,7612904000,8,11,"U",2,31.58,30,74.52,147948.28,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,8712000000,8,11,"U",1,15.79,15,69.55,138081.09,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,9401610000,8,11,"U",12,84.21,80,238.47,473446.41,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,9401690000,8,11,"U",47,631.58,600,172.89,343247.16,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,9403200000,8,11,"U",30,631.58,600,2608.39,5178567.09,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,9403600000,8,11,"U",32,315.79,300,1589.81,3156329.29,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,9404290000,8,11,"U",32,1242.11,1180,3374.63,6699821.67,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,218,1,198,1,8,2,9404900000,8,11,"U",12,52.63,50,74.95,148801.98,0,0,0,0,"802024993","SOCIEDAD DE COMERCIALIZACION  INTERNACIONAL COLCUL LTDA."
801,2,47,"ANT",2,"BAQ",8,1,580,1,198,1,8,2,201309000,8,33,"KG",32331.25,33932.2,32331.25,76564.53,152429787.62,0,0,0,0,"890100026","CAMAGUEY S.A"
801,2,47,"ANT",2,"BAQ",8,1,580,1,198,1,8,2,204230000,8,33,"KG",8822.25,9262.09,8822.25,30436.77,60464341.48,0,0,0,0,"890100026","CAMAGUEY S.A"
801,2,47,"ANT",2,"BAQ",8,1,580,1,198,1,8,2,206100000,8,33,"KG",6831,7167.7,6831,4916.73,9803681.82,0,0,0,0,"890100026","CAMAGUEY S.A"
801,2,47,"ANT",2,"BAQ",11,1,47,1,198,1,8,2,4403990000,11,67,"M3",33.6,26000,26000,4000,8029640,0,0,0,0,"900170753","COMERCIALIZADORA A.P.H EU"
801,2,47,"ANT",2,"BAQ",17,1,218,1,198,1,8,1,6811810000,17,82,"M2",9386.18,108065.9,106596.5,31618.3,63470891.6,25513.76,0,0,0,"900029509","C.I GYPLAC S.A."
801,2,47,"ANT",2,"BAQ",17,1,218,1,198,1,8,1,6811890000,17,33,"KG",2220,2250.6,2220,1110,2228225.1,1032.3,0,0,0,"900029509","C.I GYPLAC S.A."
801,2,53,"SAU",2,"BAQ",8,1,47,1,198,1,8,1,9603290000,8,11,"U",28800,2619.12,1786.23,23554.61,47219926.67,19809.68,1730.74,103.5,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,53,"SAU",2,"BAQ",8,1,47,1,198,1,8,1,9615110000,8,11,"U",25920,417.42,284.68,3474.5,6965330.15,3459.94,255.3,15.27,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,53,"SAU",2,"BAQ",8,1,47,1,198,1,8,1,9615900000,8,11,"U",86000,1663.39,1134.43,5062.25,10148292.57,3845.01,371.96,22.24,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,53,"SAU",2,"BAQ",8,1,47,1,198,1,8,2,4602900000,8,11,"U",640,58.15,52.74,961.16,1926837.45,0,0,0,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,53,"SAU",2,"BAQ",8,1,47,1,198,1,8,2,9615110000,8,11,"U",14400,2937.13,2664,16697.48,33473438.16,0,0,0,0,"890103725","PLASTICOS VANDUX DE COLOMBIA S.A."
801,2,53,"SAU",2,"BAQ",8,1,827,1,198,1,8,2,711900000,8,33,"KG",48000,48000,48000,37082.4,74439580.58,0,6300,0,0,"800154530","C.I.COMEXA S.A."
801,2,63,"ARG",2,"BAQ",8,1,43,1,198,1,6,1,2928001000,8,33,"KG",15200,16640,15200,35647,71750994.54,20001.53,1441,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
801,2,63,"ARG",2,"BAQ",8,1,43,1,198,1,8,1,2933710000,8,33,"KG",416000,421480,416000,1031996.37,1764478879,482984.61,0,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
801,2,63,"ARG",2,"BAQ",8,1,43,1,198,1,8,2,2915701000,8,33,"KG",16500,16610,16500,10065,19591925.1,0,1650,0,0,"800070312","SILICAR LTDA."
801,2,63,"ARG",2,"BAQ",8,1,43,1,4,2,8,2,9805000000,8,11,"U",69,1800,1800,500,1006990,0,0,0,0,"22685657","DE LA HOZ OCAMPO MARINA ISABEL"
801,2,63,"ARG",2,"BAQ",8,1,267,1,198,1,8,2,2704001000,15,33,"KG",10283040,10283040,10283040,3071531.04,5957541605.2,0,0,0,0,"860513970","C.I MILPA S.A"
801,2,63,"ARG",2,"BAQ",8,1,467,1,198,1,8,2,2704001000,15,33,"KG",10005750,10005750,10005750,2801610,5640397364.7,0,0,0,0,"860513970","C.I MILPA S.A"
801,2,63,"ARG",2,"BAQ",8,1,472,1,198,1,8,2,2704001000,15,33,"KG",7844120,7844120,7844120,2147014.09,3958213706.2,0,0,0,0,"860513970","C.I MILPA S.A"
801,2,63,"ARG",3,"BOG",8,4,169,1,198,1,2,1,9602001000,8,33,"KG",249,360,249,9752.75,19610522.58,9610.36,1532.65,0,0,"890105927","C.I. FARMACAPSULAS S.A."
801,2,69,"AUS",2,"BAQ",8,1,43,1,198,1,8,1,9503009910,8,11,"U",4143100,15238.66,14005.16,134989.66,271303690.41,100631.66,5399.99,0,1530.61,"890101272","SEMPERTEX  S.A."
801,2,69,"AUS",2,"BAQ",8,1,43,1,198,2,8,2,3923299000,8,11,"U",10000,51.32,49.72,20,40148.2,0,0,0,0,"890101272","SEMPERTEX  S.A."
801,2,69,"AUS",3,"BOG",8,4,169,1,198,1,8,1,9503009910,8,11,"U",24000,93,91.56,1632,3286815.36,1311.54,1178.42,0,0,"890101272","SEMPERTEX S.A."
801,2,69,"AUS",3,"BOG",8,4,169,1,198,1,8,2,3923299000,8,11,"U",10000,50,49.4,450,906291,0,198,0,0,"890101272","SEMPERTEX S.A."
801,2,72,"AUT",3,"BOG",8,4,169,1,2,2,8,2,1301909000,8,33,"KG",8,12,8,1,1961.3,0,0,0,0,"5880617","LUIS HERNAN FLOREZ PARODI"
801,2,77,"BHS",2,"BAQ",8,1,43,1,198,1,8,1,2009690000,8,61,"L",8800,9592,8800,2856,5566086.96,2520.7,0,0,0,"816002394","C.I. COPRUCOL LTDA"
801,2,77,"BHS",2,"BAQ",8,1,43,1,198,1,8,1,2009900000,8,61,"L",23200,25288,23200,16184,31541159.44,14283.99,0,0,0,"816002394","C.I. COPRUCOL LTDA"
801,2,77,"BHS",2,"BAQ",8,1,43,1,198,1,8,1,7003121000,8,82,"M2",175.31,7131,5785.23,12617.91,23873085.72,5266.44,2000,0,0,"800229035","TECNOGLASS S A"
801,2,83,"BRB",2,"BAQ",47,1,434,1,198,1,8,1,1517900000,47,33,"KG",40042.8,40924.8,40042.8,52655.4,106046922.5,52423.72,0,0,0,"800078508","C.I. FAMAR S.A."
801,2,87,"BEL",2,"BAQ",8,1,43,1,198,1,6,1,2928001000,8,33,"KG",149190,149190,149190,317422.56,627186267.87,178085.6,0,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
801,2,87,"BEL",2,"BAQ",8,1,43,1,198,1,6,1,2928001000,8,33,"KG",36660,38100,36660,75511.77,152138093.72,42369.66,952.65,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A. EMPRESA MULTINACIONAL AND"
801,2,87,"BEL",2,"BAQ",8,1,87,1,198,1,6,1,2928001000,8,33,"KG",42390,42390,42390,89967.27,177204033.36,50480.63,0,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
801,2,97,"BOL",2,"BAQ",8,1,218,1,198,1,1,1,2835260000,8,33,"KG",100000,100300,100000,36600,73471206,23123.88,3600,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
801,2,97,"BOL",2,"BAQ",8,1,218,1,198,1,1,1,7210410000,8,33,"KG",448825,458585,448825,571236.26,1119902975.4,282293.52,21670,897.65,0,"860026753","ACERIAS DE COLOMBIA ACESCO & Cía S.C.A"
801,2,97,"BOL",2,"BAQ",8,1,218,1,198,1,1,1,7210490000,8,33,"KG",223088,225568,223088,260539.17,511653764.03,122578.41,9180,446.16,0,"860026753","ACERIAS DE COLOMBIA ACESCO & Cía S.C.A"
801,2,97,"BOL",2,"BAQ",8,1,218,1,198,1,1,1,7212300000,8,33,"KG",24763,25063,24763,26856.86,52652605.46,14059.27,1020.01,49.53,0,"860026753","ACERIAS DE COLOMBIA ACESCO & Cía S.C.A"
801,2,97,"BOL",3,"BOG",8,4,169,1,198,1,2,1,3004501000,8,33,"KG",382,473.24,382,13573.12,26947393.8,11230.77,2314.45,51.6,0,"890106527","PROCAPS S.A."
801,2,97,"BOL",3,"BOG",8,4,169,1,198,1,2,1,3004902900,8,33,"KG",499,571.77,499,20440.1,40580752.56,15431.77,2180.23,73.49,0,"890106527","PROCAPS S.A."
801,2,97,"BOL",3,"BOG",8,4,169,1,2,2,8,2,3004902900,8,33,"KG",28,31,28,0.86,1707.4,0,0,0,0,"890106527","PROCAPS S.A."
801,2,97,"BOL",3,"BOG",11,4,169,1,198,1,1,1,2106907400,8,33,"KG",80,87,80,1907.1,3699011.16,962.32,626,11.07,0,"890106527","PROCAPS S.A."
801,2,105,"BRA",2,"BAQ",5,1,43,1,198,1,8,1,7210500000,5,33,"KG",148550,149450,148550,143949.85,290024399.79,74378.89,0,0,0,"890906752","HOLASA HOJALATA Y LAMINADOS S.A."
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,1,1,2820100000,8,33,"KG",24000,24215,24000,28800,57735360,24505.92,1106,0,0,"860005062","QUIMICA INTERNACIONAL S.A. QUINTAL S.A."
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,2,1,9506690000,8,11,"U",5720000,21020,18160,57200,114823852,40017.12,0,0,0,"802009120","C.I. PROCAPS S.A."
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,8,1,2933710000,8,33,"KG",312000,316100,312000,746536.48,1466996440.8,390811.85,17954,0,0,"860020439","MONOMEROS COLOMBO VENEZOLANOS S.A."
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,8,1,6302600000,8,11,"U",23185,9408,8656,53210.4,103702280.66,35576.49,1234.51,0,0,"890100783","INDUSTRIAS CANNON DE COLOMBIA S.A"
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,8,2,510001000,8,33,"KG",12,12.8,12,71680,139527987.2,0,0,0,0,"802002307","S.  C.I.  OSCAR AREYANES GUILLEN & CIA LTDA."
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,8,2,7404000090,8,33,"KG",60048,60110,60048,370396.08,727221130.86,0,0,0,0,"900080435","CARIBBEAN COMPANY LTDA."
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,8,2,7602000000,8,33,"KG",19136,19170,19136,31495.94,63139910.92,0,0,0,0,"806001475","C.I GREEN LINE S.A"
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,8,2,7602000000,8,33,"KG",23740,23780,23740,40830.43,82231669.41,0,0,0,0,"806001475","C.I. GREEN LINE S.A"
801,2,105,"BRA",2,"BAQ",8,1,43,1,198,1,8,2,7602000000,8,33,"KG",20122,20130,20122,34187.28,67336976.05,0,0,0,0,"806001475","C.I. GREEN LINE S.A."
801,2,105,"BRA",2,"BAQ",8,1,434,1,198,1,8,1,2704001000,25,33,"KG",9173130,9173130,9173130,1742894.7,3508917612.7,1742894.7,0,0,0,"890401958","INDUSTRIAS COLOMBIANAS MINERARIAS S.A.   (INCOLMINE S.A.)"
801,2,105,"BRA",2,"BAQ",8,1,580,1,198,1,8,1,2704001000,25,33,"KG",9503960,9503960,9503960,1424628.8,2870285121.1,1424628.8,0,0,0,"890401958","INDUSTRIAS COLOMBIANAS MINERARIAS S.A.   (INCOLMINE S.A.)"
801,2,105,"BRA",2,"BAQ",25,1,17,1,198,1,8,2,2701120090,25,33,"KG",9669690,9669690,9669690,1023536.69,2032078567.5,0,435136.05,0,0,"830089854","C.I EXPORTADORA INTERAMERICAN COAL COLOMBIA S.A."
801,2,105,"BRA",3,"BOG",11,4,169,1,198,1,2,1,3004902900,8,33,"KG",5.69,10.04,5.69,3.12,6263.12,3.12,0,0,0,"890106527","PROCAPS S.A."
801,2,105,"BRA",3,"BOG",11,4,169,1,198,1,2,1,4819100000,8,11,"U",20,34.96,19.82,1.56,3131.56,1.56,0,0,0,"890106527","PROCAPS S.A."
801,2,105,"BRA",3,"BOG",11,4,169,1,198,1,2,1,8479900000,8,11,"U",28,104.99,93.33,16100,31576930,16100,275.29,53.55,0,"890106527","PROCAPS S.A."
801,2,137,"CYM",2,"BAQ",8,1,77,1,198,1,8,2,2505900000,8,33,"KG",4362020,4362020,4362020,56706.26,113464122.7,0,0,0,0,"860350697","CONCRETOS ARGOS S.A."
801,2,145,"CMR",2,"BAQ",8,1,43,1,198,1,8,1,3808929900,8,33,"KG",40000,43920,40000,71100,138567501,68256,4900,0,0,"890100454","DUPONT DE COLOMBIA S.A."
801,2,149,"CAN",3,"BOG",11,4,169,1,198,1,8,1,3004902900,8,33,"KG",6845,7553.99,6845,84388.76,169402840.71,43869.79,12466.02,315.89,0,"890106527","PROCAPS S.A."
801,2,169,"COL",2,"BAQ",8,3,169,1,198,1,8,2,2201100000,8,61,"L",115.2,148.56,146.5,88.64,171926.14,0,0,0,0,"8904011094","EMBOTELLADORA ROMAN S.A."
801,2,169,"COL",2,"BAQ",8,3,169,1,198,1,8,2,2202100000,8,61,"L",2462,2403.35,2370,1433.7,2780804.52,0,0,0,0,"8904011094","EMBOTELLADORA ROMAN S.A."
801,2,169,"COL",2,"BAQ",8,3,169,1,198,1,8,2,2202900000,8,61,"L",28.8,42.08,41.5,25.47,49401.61,0,0,0,0,"8904011094","EMBOTELLADORA ROMAN S.A."
