"FECH","ADUANA","PAIS","CODPAI","CODSALI1","CODSAL","DEPTO2","VIA4","BANDERA4","REGIMEN4","MODALI4","FORPAGO4","CERORI3","SISESP","POSARA","DEPTO4","UNIDAD4","CODUNI4","CANTIDA4","PBK","PNK","FOBDOL4","FOBPES4","AGRENA4","FLETES4","SEGURO4","OTROSG4"
408,11,242,"SLV",11,"MDE",5,4,580,1,2,2,8,2,4911100000,5,33,"KG",0,2,1.5,150,389788.5,0,0,0,0
408,11,196,"CRI",11,"MDE",5,4,580,1,2,2,8,2,3105200000,5,33,"KG",0,282,254.5,32.4,84194.31,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,6109100000,5,11,"U",40,10.86,9.76,40,103943.6,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,6205200000,5,11,"U",2,0.53,0.48,2,5197.18,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,6203420000,5,11,"U",11,2.98,2.68,11,28584.49,0,0,0,0
408,11,493,"MEX",11,"MDE",5,4,580,1,2,2,8,2,6310900000,5,33,"KG",0,1.62,1.46,6,15591.54,0,0,0,0
408,11,249,"USA",5,"CLO",5,4,169,1,2,2,8,2,603109090,5,11,"U",260,49,44.1,73.92,192087.77,0,0,0,0
408,11,249,"USA",5,"CLO",5,4,169,1,2,2,8,2,603102090,5,11,"U",97,13,11.9,18.1,47034.48,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,603102010,5,11,"U",105,47.55,45,42,109140.78,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,9701100000,5,11,"U",11,110.35,85,590,1533168.1,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,9703000000,5,11,"U",3,37.65,29,302,784774.18,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,603109090,5,11,"U",320,43,38,76.5,198792.14,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,9405600000,5,11,"U",1,8,6.9,450,1169365.5,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,169,1,2,2,8,2,604990000,5,33,"KG",0,7,6.5,12.4,32222.52,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,249,1,2,2,8,2,603109010,5,11,"U",2,1.55,1.33,0.02,51.97,0,0,0,0
408,11,249,"USA",11,"MDE",5,4,249,1,2,2,8,2,603109090,5,11,"U",67,33.45,30.66,0.67,1741.05,0,0,0,0
408,11,249,"USA",5,"CLO",5,4,249,1,2,2,8,2,603102010,5,11,"U",32,14,12.6,0.32,831.55,0,0,0,0
408,11,149,"CAN",11,"MDE",5,4,169,1,2,2,8,2,603109090,5,11,"U",40,13,11.7,14,36380.26,0,0,0,0
408,11,275,"FRA",3,"BOG",5,4,445,1,4,2,8,2,9805000000,5,11,"U",1,154,139,1,2598.59,0,0,0,0
408,11,611,"PRI",3,"BOG",5,4,573,1,2,2,8,2,4201000000,5,11,"U",2,60,55,267,693823.53,0,0,0,0
408,11,573,"NLD",3,"BOG",5,4,573,1,2,2,8,2,603109090,5,11,"U",192,88,79.2,380.16,987879.97,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6204420000,5,11,"U",2,0.85,0.72,10,25985.9,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6107110000,5,11,"U",2,1.18,1,10,25985.9,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,4202220000,5,11,"U",17,7.06,6.22,85,220880.15,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,4202320000,5,11,"U",6,2.47,2.22,30,77957.7,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,4203300000,5,11,"U",25,10.43,9.15,125,324823.75,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,4203400000,5,11,"U",5,2.07,1.84,25,64964.75,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6506990000,5,11,"U",8,3.28,2.95,40,103943.6,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6108210000,5,11,"U",18,7.59,6.55,90,233873.1,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6108320000,5,11,"U",4,1.64,1.48,20,51971.8,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6214200000,5,11,"U",2,0.82,0.74,10,25985.9,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6216000000,5,19,"2U",2,0.82,0.74,10,25985.9,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6109100000,5,11,"U",95,39.79,34.65,475,1234330.25,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6205200000,5,11,"U",77,32.14,28.14,385,1000457.15,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6203320000,5,11,"U",31,13.04,11.27,155,402781.45,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6206300000,5,11,"U",46,19.19,16.8,230,597675.7,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6203420000,5,11,"U",123,51.38,44.92,615,1598132.85,0,0,0,0
408,11,580,"PAN",11,"MDE",5,4,169,1,2,2,8,2,6204620000,5,11,"U",113,47.47,41.14,565,1468203.35,0,0,0,0
